Llave,Llave2,Nombre_linea,Fecha_aprobacion,Antiguedad_meses,Nombre_fondo,Valor_financiacion,Cuotas,Tipo_interes,Cuotas_vencidas,Cuotas_por_vencer,Y_continua,Y_categorica
100113276_202217,100113276_202217_24459,ESTUDIA YA-TECH GLOBAL 1.8,2022-10-25,36,CONVENIO FUNDACION PARA EL CRECIMIENTO DE PROFESIONALES COLOMBIANOS,1873400,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100040401_202245,100040401_202245_25036,ESTUDIA YA-TECH GLOBAL 1.8,2022-11-05,36,BOGOTA,1360566,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100138680_202341,100138680_202341_26423,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-20,34,CONVENIO SENA NACIONAL,3054945,6,Cap. Fijo-Int. vencido,5,0,0.83,Alto
100123693_202331,100123693_202331_26440,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,CONVENIO SENA BOGOTA,1574476,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100143029_202341,100143029_202341_27634,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-31,33,BOGOTA,3577140,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100079749_202310,100079749_202310_27715,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-25,33,BOGOTA,2509981,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100093056_202311,100093056_202311_26644,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-25,33,CONVENIO SENA BOGOTA,1682777,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100145372_202310,100145372_202310_28471,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,BOGOTA,3347300,12,Cap. Fijo-Int. vencido,9,0,0.75,Alto
100135659_202217,100135659_202217_24837,ESTUDIA YA-TECH GLOBAL 1.8,2022-10-31,36,BOGOTA,765000,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100115469_202311,100115469_202311_27907,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-05,33,CONVENIO SENA BOGOTA,2064964,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100112238_202245,100112238_202245_24933,ESTUDIA YA-TECH GLOBAL 1.8,2022-10-31,36,BOGOTA,1943666,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100140015_202331,100140015_202331_26399,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,CONVENIO SENA NACIONAL,1696430,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100068824_202217,100068824_202217_26304,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,BOGOTA,534360,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100114735_202310,100114735_202310_26497,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,CONVENIO SENA NACIONAL,1704376,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100144294_202331,100144294_202331_28217,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-31,33,CONVENIO SENA BOGOTA,1689205,6,Cap. Fijo-Int. vencido,3,0,0.5,Alto
100135690_202311,100135690_202311_24895,ESTUDIA YA-TECH GLOBAL 1.8,2022-10-31,36,CONVENIO SENA BOGOTA,1676200,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100031332_202304,100031332_202304_26923,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,BOGOTA,1971150,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100140267_202331,100140267_202331_27306,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-15,33,BOGOTA,1887935,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100127362_202311,100127362_202311_28405,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-05,33,CONVENIO SENA NACIONAL,1998605,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100117849_202331,100117849_202331_27073,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-05,34,BOGOTA,1877939,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100071485_202331,100071485_202331_27511,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-15,33,CONVENIO SENA BOGOTA,1668975,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100130050_202331,100130050_202331_26652,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,BOGOTA,1564000,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100137351_202331,100137351_202331_25327,ESTUDIA YA-TECH GLOBAL 1.8,2022-11-15,35,BOGOTA,1686825,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100139942_202341,100139942_202341_25997,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-15,34,CONVENIO SENA NACIONAL,1554933,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100117623_202331,100117623_202331_26945,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,CONVENIO SENA BOGOTA,1558785,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100022087_202331,100022087_202331_26835,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-05,34,BOGOTA,2271151,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100138525_202341,100138525_202341_25739,ESTUDIA YA-TECH GLOBAL 1.8,2022-11-30,35,BOGOTA,1749299,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100135340_202235,100135340_202235_24896,ESTUDIA YA-TECH GLOBAL 1.8,2022-11-05,36,BOGOTA,1558785,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100023500_202341,100023500_202341_26804,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-05,34,BOGOTA,2094638,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100142579_202311,100142579_202311_27422,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-25,33,BOGOTA,1966815,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100127011_202245,100127011_202245_25194,ESTUDIA YA-TECH GLOBAL 1.8,2022-11-05,36,BOGOTA,2070003,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100114896_202311,100114896_202311_27503,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-25,33,BOGOTA,2294405,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100077992_202331,100077992_202331_26482,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-20,33,BOGOTA,1815600,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100137838_202331,100137838_202331_25457,ESTUDIA YA-TECH GLOBAL 1.8,2022-11-30,35,CONVENIO SENA NACIONAL,1596248,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100138538_202311,100138538_202311_25536,ESTUDIA YA-TECH GLOBAL 1.8,2022-11-30,35,BOGOTA,1577600,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100113601_202245,100113601_202245_24265,ESTUDIA YA-TECH GLOBAL 1.8,2022-10-20,36,BOGOTA,1943666,12,Cap. Fijo-Int. vencido,12,0,1.0,Alto
100142754_202310,100142754_202310_27585,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-31,33,BOGOTA,3477953,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100139726_202331,100139726_202331_25947,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-05,35,BOGOTA,1530000,6,Cap. Fijo-Int. vencido,6,0,1.0,Alto
100076245_202331,100076245_202331_27285,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-15,33,NEIVA,1274490,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100127896_202311,100127896_202311_25937,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-15,34,BOGOTA,1972000,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100127765_202311,100127765_202311_27896,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-25,33,BOGOTA,2294405,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100071298_202304,100071298_202304_28117,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-31,33,CEI KENEDY,2069750,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100105319_202311,100105319_202311_26368,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,BOGOTA,1873400,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100127623_202310,100127623_202310_27354,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-20,33,CONVENIO SENA BOGOTA,2235840,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100134191_202311,100134191_202311_27304,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-05,33,CONVENIO SENA NACIONAL,2064964,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100047022_202217,100047022_202217_25154,ESTUDIA YA-TECH GLOBAL 1.8,2022-11-05,36,CONVENIO SENA NACIONAL,1555092,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100116648_202341,100116648_202341_26705,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,CONVENIO PROFIN,1846483,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100142324_202311,100142324_202311_27388,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-15,33,CONVENIO SENA NACIONAL,1857547,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100144242_202310,100144242_202310_28146,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-31,33,BOGOTA,2820000,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100141325_202331,100141325_202331_26663,ESTUDIA YA-TECH GLOBAL 1.8,2022-12-30,34,CONVENIO SENA NACIONAL,1668975,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100076363_202351,100076363_202351_26940,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-05,34,BOGOTA,2894357,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100132130_202341,100132130_202341_26937,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-05,34,CONVENIO FUNDACIÓN YANAPAX,1749300,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100142968_202331,100142968_202331_28214,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-31,33,CONVENIO SENA BOGOTA,1726052,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100142281_202352,100142281_202352_31099,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-05,30,CONVENIO FUNDACIÓN YANAPAX,3339053,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100122043_202311,100122043_202311_28880,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,BOGOTA,2294405,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100135004_202311,100135004_202311_29835,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-25,32,BOGOTA,2294405,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100112339_202311,100112339_202311_29896,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-05,32,BOGOTA,1966815,6,Cap. Fijo-Int. vencido,5,0,0.83,Alto
100117750_202341,100117750_202341_27470,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-25,33,BOGOTA,3409010,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100091649_202311,100091649_202311_30130,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-15,31,CONVENIO SENA BOGOTA,1848444,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100091528_202311,100091528_202311_28505,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,CONVENIO SENA NACIONAL,1848444,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100146113_202341,100146113_202341_29324,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-25,32,BOGOTA,2980950,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100145892_202351,100145892_202351_29478,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-28,32,CONVENIO FUNDACIÓN YANAPAX,3710058,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100049724_202311,100049724_202311_29539,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,1589570,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100125192_202311,100125192_202311_30346,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-20,31,CONVENIO SENA BOGOTA,2017701,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100022607_202351,100022607_202351_30136,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-15,31,BOGOTA,3336901,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100149844_202312,100149844_202312_30756,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-15,30,BOGOTA,1660866,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100145864_202331,100145864_202331_29298,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,1929117,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100151166_202312,100151166_202312_30923,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-20,29,CONVENIO SENA NACIONAL,1685040,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100117353_202310,100117353_202310_27987,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-05,33,BOGOTA,3578967,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100123944_202331,100123944_202331_29320,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,CONVENIO SENA NACIONAL,978146,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100145639_202331,100145639_202331_29497,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-28,32,CONVENIO FUNDECRED,1929117,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100135613_202331,100135613_202331_28879,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,CONVENIO SENA NACIONAL,1886174,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100124491_202341,100124491_202341_30111,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-15,31,BOGOTA,3023494,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100047267_202341,100047267_202341_28833,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,1577503,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100084510_202331,100084510_202331_29084,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,BOGOTA,2023085,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100027153_202311,100027153_202311_29434,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-25,32,BOGOTA,2119789,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100148574_202312,100148574_202312_30347,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-15,31,BOGOTA,1639012,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100121638_202341,100121638_202341_28488,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,BOGOTA,2253576,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100128107_202304,100128107_202304_29633,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-28,32,BOGOTA,2069750,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100123583_202311,100123583_202311_28054,ESTUDIA YA-TECH GLOBAL 1.8,2023-01-31,33,CONVENIO SENA NACIONAL,1950244,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100032677_202341,100032677_202341_30369,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-20,31,BOGOTA,1356503,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100124401_202331,100124401_202331_28107,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-05,33,CONVENIO SENA BOGOTA,1147451,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100117766_202311,100117766_202311_29328,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-25,32,CONVENIO SENA NACIONAL,1998605,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100151105_202332,100151105_202332_31094,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-30,30,CONVENIO INNOVACIÓN EDUCATIVA ONLINE SAS,1961498,6,Cap. Fijo-Int. vencido,6,0,1.0,Alto
100020252_202311,100020252_202311_29491,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,2294405,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100146065_202331,100146065_202331_29056,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,CONVENIO SENA BOGOTA,1668975,6,Cap. Fijo-Int. vencido,5,0,0.83,Alto
100129085_202311,100129085_202311_30049,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-05,32,CONVENIO SENA NACIONAL,1950244,12,Cap. Fijo-Int. vencido,3,0,0.25,Medio
100149760_202352,100149760_202352_30609,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-05,31,CONVENIO SENA NACIONAL,3471400,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100132703_202310,100132703_202310_28517,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,CONVENIO SENA BOGOTA,1293917,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100122623_202311,100122623_202311_29241,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-25,32,BOGOTA,2294405,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100148022_202312,100148022_202312_30230,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-20,31,CONVENIO SENA NACIONAL,1857547,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100079838_202351,100079838_202351_27297,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-05,33,BOGOTA,3575252,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100080588_202311,100080588_202311_28891,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,CONVENIO CONSTRUYENDO FUTURO - CONSFUTUR S.A.S,1977754,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100115343_202311,100115343_202311_28908,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,CONVENIO SENA NACIONAL,1998605,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100141332_202311,100141332_202311_29890,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-05,33,BOGOTA,1966815,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100149430_202334,100149430_202334_30542,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-31,31,CONVENIO SENA NACIONAL,1912548,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100103699_202305,100103699_202305_30551,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-05,31,BOGOTA,1966262,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100151402_202332,100151402_202332_31144,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-05,30,CONVENIO INNOVACIÓN EDUCATIVA ONLINE SAS,1961498,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100141746_202331,100141746_202331_30088,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,BOGOTA,1040716,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100043223_202311,100043223_202311_28958,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,1966815,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100147105_202351,100147105_202351_30189,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-05,32,CONVENIO FUNDACIÓN YANAPAX,3710058,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100145221_202341,100145221_202341_28900,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,2624120,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100107712_202331,100107712_202331_29655,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-05,32,BOGOTA,2185350,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100151510_202342,100151510_202342_31164,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-30,30,BOGOTA,2453100,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100126527_202331,100126527_202331_28808,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,CONVENIO FUNDACION PARA EL CRECIMIENTO DE PROFESIONALES COLOMBIANOS,1876049,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100146698_202311,100146698_202311_29496,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-28,32,BOGOTA,1966815,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100124843_202341,100124843_202341_29322,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-15,31,BOGOTA,3355479,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100146007_202331,100146007_202331_29394,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,CONVENIO SENA BOGOTA,1675714,6,Cap. Fijo-Int. vencido,4,0,0.67,Alto
100116987_202311,100116987_202311_29194,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,2294405,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100138305_202332,100138305_202332_30836,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-25,30,CONVENIO SENA NACIONAL,1570800,6,Cap. Fijo-Int. vencido,3,0,0.5,Alto
100149401_202312,100149401_202312_30664,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-30,30,BOGOTA,1682719,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100148049_202334,100148049_202334_30287,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-15,31,BOGOTA,1673479,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100146582_202341,100146582_202341_29533,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-28,32,BOGOTA,2952135,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100144523_202351,100144523_202351_30171,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-15,31,CONVENIO EDUCITY - DAVID MANUEL POSADA ORTIZ,3524556,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100049983_202310,100049983_202310_30075,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-05,32,BOGOTA,2082772,6,Cap. Fijo-Int. vencido,4,0,0.67,Alto
100114641_202310,100114641_202310_29139,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,2888318,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100150990_202332,100150990_202332_31117,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-30,30,CONVENIO INNOVACIÓN EDUCATIVA ONLINE SAS,1969913,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100144701_202341,100144701_202341_29347,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-28,32,BOGOTA,972108,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100120968_202341,100120968_202341_30258,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-15,31,CONVENIO SENA NACIONAL,2687550,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100151097_202332,100151097_202332_31168,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-30,30,CONVENIO INNOVACIÓN EDUCATIVA ONLINE SAS,1736205,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100150580_202352,100150580_202352_31248,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-05,30,CONVENIO CORPORACIÓN SOCIAL CONSTRUYENDO CAMINOS,3339053,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100132707_202304,100132707_202304_29863,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-05,32,BOGOTA,2069750,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100152465_202320,100152465_202320_31322,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-20,29,CONVENIO SENA BOGOTA,2235840,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100152094_202320,100152094_202320_31309,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-20,29,CONVENIO SENA NACIONAL,2143917,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100050361_202343,100050361_202343_31333,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-25,29,BOGOTA,2227680,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100135842_202341,100135842_202341_29065,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,3355479,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100151888_202320,100151888_202320_31193,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-05,30,BOGOTA,1707480,6,Cap. Fijo-Int. vencido,4,0,0.67,Alto
100135180_202311,100135180_202311_28955,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,CONVENIO SENA BOGOTA,1998605,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100149852_202342,100149852_202342_30847,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-30,30,BOGOTA,1897965,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100057042_202310,100057042_202310_28383,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,BOGOTA,1744790,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100028899_202342,100028899_202342_31072,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-25,29,BOGOTA,2289560,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100024812_202351,100024812_202351_30205,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-05,32,BOGOTA,3037475,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100151010_202352,100151010_202352_31223,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-05,30,CONVENIO FUNDACIÓN YANAPAX,3339053,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100128134_202341,100128134_202341_28787,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-15,32,BOGOTA,2253576,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100128245_202331,100128245_202331_28936,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-20,32,BOGOTA,1808535,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100066454_202333,100066454_202333_31186,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-05,30,CONVENIO SENA BOGOTA,1570800,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100151244_202352,100151244_202352_31061,ESTUDIA YA-TECH GLOBAL 1.8,2023-05-05,30,BOGOTA,3688362,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100147850_202312,100147850_202312_30078,ESTUDIA YA-TECH GLOBAL 1.8,2023-03-05,32,BOGOTA,1966815,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100023903_202305,100023903_202305_30834,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-25,30,BOGOTA,2007657,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100148052_202332,100148052_202332_30837,ESTUDIA YA-TECH GLOBAL 1.8,2023-04-20,30,BOGOTA,1472625,4,Cap. Fijo-Int. vencido,1,0,0.25,Medio
100039592_202351,100039592_202351_29783,ESTUDIA YA-TECH GLOBAL 1.8,2023-02-28,32,BOGOTA,3037475,12,Cap. Fijo-Int. vencido,11,0,0.92,Alto
100140309_202343,100140309_202343_34185,ESTUDIA YA-TECH GLOBAL 1.8,2023-07-15,27,CONVENIO INESUP,1378493,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100153692_202313,100153692_202313_31810,ESTUDIA YA-TECH GLOBAL 1.8,2023-06-05,29,BOGOTA,1748280,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
